Brand,Item,Price,Category,Calories,Protein,Fat,Carbs,City,State,Month,Rating,Calories_per_rupees,Protein_per_rupees,Health_score
McDonalds,Chicken Mcwings - 12 Pcs,364.0,Chicken,206,6,33,76,Jaipur,Rajasthan,January,3.8,0.5659340659340659,0.016483516483516484,-97
McDonalds,Chicken Mcnuggets Piri Piri - 9 Pc,193.0,Chicken,211,23,6,43,Lucknow,Uttar Pradesh,September,3.9,1.0932642487046633,0.11917098445595854,-3
McDonalds,Hot Fudge Sundae Regular,38.0,Other,215,16,19,21,Indore,Madhya Pradesh,September,4.3,5.657894736842105,0.42105263157894735,-8
KFC,Chizza,279.0,Other,607,22,24,66,Hyderabad,Telangana,February,3.8,2.175627240143369,0.07885304659498207,-46
KFC,Large Popcorn With Medium Fries,299.0,Fries,676,29,28,74,Kolkata,West Bengal,December,3.5,2.260869565217391,0.09698996655518395,-44
McDonalds,Thums Up Large,88.0,Other,343,32,38,60,Lucknow,Uttar Pradesh,October,4.7,3.897727272727273,0.36363636363636365,-34
KFC,Classic Chicken Zinger Burger,150.0,Chicken,317,18,40,50,Bhopal,Madhya Pradesh,August,4.1,2.1133333333333333,0.12,-54
McDonalds,Mcchicken Meal Large,250.0,Other,510,32,31,75,Ahmedabad,Gujarat,April,4.7,2.04,0.128,-42
McDonalds,Mcchicken + Mcveggie + Fries Large + 2 Veg Pizza Mcpuff + Coke Medium,380.0,Fries,368,7,24,59,Chandigarh,Punjab,July,4.1,0.968421052631579,0.018421052631578946,-69
McDonalds,Mccafe-Vanilla Coffee Frappe Regular,192.0,Other,243,29,23,46,Delhi,Delhi,July,4.1,1.265625,0.15104166666666666,-11
Burger King,Chicken Chilli Cheese…,129.0,Chicken,610,6,34,40,Indore,Madhya Pradesh,July,4.5,4.728682170542636,0.046511627906976744,-62
Burger King,Chicken Feast Combo For 3,615.0,Chicken,482,35,26,75,Delhi,Delhi,March,4.2,0.7837398373983739,0.056910569105691054,-31
Burger King,Veg Kings Meal Combo For 4,665.0,Other,447,22,28,51,Lucknow,Uttar Pradesh,January,4.2,0.6721804511278195,0.03308270676691729,-35
KFC,Solo Bucket,349.0,Other,438,12,38,71,Bangalore,Karnataka,February,4.4,1.2550143266475644,0.034383954154727794,-85
McDonalds,Fanta Medium,71.0,Other,377,32,36,29,Delhi,Delhi,October,4.0,5.309859154929577,0.4507042253521127,-1
McDonalds,Mcsaver Mcveggie Meal,219.0,Other,622,17,8,66,Chennai,Tamil Nadu,December,4.3,2.8401826484018264,0.0776255707762557,-40
KFC,Friendship Bucket,650.0,Other,628,25,35,34,Ahmedabad,Gujarat,October,4.5,0.9661538461538461,0.038461538461538464,-19
McDonalds,Mcchicken Meal Regular,207.0,Other,608,10,32,48,Gurgaon,Haryana,September,4.5,2.9371980676328504,0.04830917874396135,-60
McDonalds,Mcchicken Burger,112.0,Burger,335,32,38,67,Mumbai,Maharashtra,January,4.7,2.9910714285714284,0.2857142857142857,-41
Burger King,Chicken Keema Wrap,79.0,Chicken,372,26,5,48,Bhopal,Madhya Pradesh,December,4.3,4.708860759493671,0.3291139240506329,-1
McDonalds,Chicken Mcnuggets Piri Piri - 9 Pc,193.0,Chicken,452,33,29,44,Jaipur,Rajasthan,February,4.5,2.3419689119170983,0.17098445595854922,-7
McDonalds,2 American Cheese Supreme Chicken + 2 Fries Large + 2 Chocolate Shakes,790.0,Chicken,394,27,23,48,Delhi,Delhi,September,4.1,0.49873417721518987,0.03417721518987342,-17
McDonalds,Mcspicy Paneer Burger,159.0,Burger,640,33,16,61,Hyderabad,Telangana,September,3.6,4.0251572327044025,0.20754716981132076,-11
McDonalds,Mcaloo Tikki Meal Regular,138.0,Other,463,16,26,57,Jaipur,Rajasthan,July,4.3,3.3550724637681157,0.11594202898550725,-51
McDonalds,Mccafe-Chocolate Frappe Regular,216.0,Other,268,6,7,65,Gurgaon,Haryana,December,4.0,1.2407407407407407,0.027777777777777776,-60
McDonalds,Mccafe-Lemon Ice Tea Regular,138.0,Other,400,9,24,44,Bhopal,Madhya Pradesh,November,4.7,2.898550724637681,0.06521739130434782,-50
KFC,Popcorn Rice Duo,210.0,Other,443,34,38,65,Indore,Madhya Pradesh,April,4.6,2.1095238095238096,0.1619047619047619,-35
McDonalds,Thums Up Medium,71.0,Other,674,11,19,36,Noida,Uttar Pradesh,October,3.8,9.492957746478874,0.15492957746478872,-33
McDonalds,Piri Piri Spice Mix,22.0,Other,643,5,38,57,Bangalore,Karnataka,May,3.9,29.227272727272727,0.22727272727272727,-85
Burger King,Chicken Feast Combo For 3,615.0,Chicken,644,20,14,35,Bhopal,Madhya Pradesh,November,4.3,1.0471544715447154,0.032520325203252036,-9
McDonalds,Chicken Maharaja Mac,194.0,Chicken,418,23,16,53,Indore,Madhya Pradesh,July,3.9,2.154639175257732,0.11855670103092783,-23
KFC,Stay Home Bucket,749.0,Other,612,21,16,57,Jaipur,Rajasthan,January,3.8,0.8170894526034713,0.028037383177570093,-31
McDonalds,Chatpata Naan - Kebab Meal Large,212.0,Other,514,17,11,32,Lucknow,Uttar Pradesh,July,3.8,2.4245283018867925,0.08018867924528301,-9
KFC,Veg Zinger & Fries Combo,225.0,Fries,611,23,31,22,Kolkata,West Bengal,December,4.4,2.7155555555555555,0.10222222222222223,-7
KFC,Chick & Share,399.0,Other,309,31,26,60,Chandigarh,Punjab,August,3.9,0.7744360902255639,0.07769423558897243,-24
McDonalds,American Cheese Supreme - Veg,118.0,Other,502,29,39,60,Chandigarh,Punjab,March,3.6,4.254237288135593,0.2457627118644068,-41
Burger King,Chicken Masala Whopper,199.0,Chicken,574,32,35,75,Lucknow,Uttar Pradesh,April,4.8,2.8844221105527637,0.16080402010050251,-46
McDonalds,Mcspicy Chicken Meal Regular,249.0,Chicken,578,5,19,31,Indore,Madhya Pradesh,May,4.5,2.321285140562249,0.020080321285140562,-40
Burger King,Veg Kings Meal Combo For 4,665.0,Other,490,9,37,33,Chandigarh,Punjab,May,3.7,0.7368421052631579,0.013533834586466165,-52
Burger King,Chicken Double Whopper,219.0,Chicken,509,6,24,74,Chandigarh,Punjab,May,3.9,2.324200913242009,0.0273972602739726,-86
KFC,Ultimate Savings Bucket,599.0,Other,417,28,10,34,Gurgaon,Haryana,October,4.4,0.6961602671118531,0.04674457429048414,12
Burger King,1 Fiery Chicken + 1 Chicken Chilli Cheese + 1 King Fries + 1 Spicy Chicken Sticks + 2 Pepsi,565.0,Chicken,339,11,21,65,Ahmedabad,Gujarat,October,4.0,0.6,0.019469026548672566,-64
Burger King,Fiery Chicken Combo - King,328.0,Chicken,245,21,18,79,Kolkata,West Bengal,May,3.7,0.7469512195121951,0.06402439024390244,-55
McDonalds,Mango Smoothie Small,152.0,Other,216,11,39,22,Lucknow,Uttar Pradesh,August,4.5,1.4210526315789473,0.07236842105263158,-39
McDonalds,Mcsaver Chicken Maharaja Mac Meal,310.0,Chicken,515,12,26,41,Lucknow,Uttar Pradesh,March,3.8,1.6612903225806452,0.03870967741935484,-43
McDonalds,American Cheese Supreme - Chicken Meal Regular,223.0,Chicken,322,14,11,46,Hyderabad,Telangana,October,4.5,1.4439461883408071,0.06278026905829596,-29
KFC,Pack Of 4 Dips,90.0,Other,406,32,22,72,Jaipur,Rajasthan,January,4.0,4.511111111111111,0.35555555555555557,-30
KFC,Classic Chicken Zinger Burger,150.0,Chicken,689,12,30,28,Delhi,Delhi,August,4.7,4.593333333333334,0.08,-34
McDonalds,Coke Regular,71.0,Beverage,349,27,20,72,Kolkata,West Bengal,July,4.8,4.915492957746479,0.38028169014084506,-38
McDonalds,Filet-O-Fish Meal Large,276.0,Other,641,18,18,42,Lucknow,Uttar Pradesh,July,3.9,2.322463768115942,0.06521739130434782,-24
McDonalds,Mixed Berry Smoothie,229.0,Other,211,9,14,40,Jaipur,Rajasthan,March,4.1,0.9213973799126638,0.039301310043668124,-36
KFC,Red Bull Energy Drink,160.0,Beverage,460,20,26,69,Gurgaon,Haryana,November,4.5,2.875,0.125,-55
KFC,8 Pc Hot & Crispy Chicken,650.0,Chicken,455,35,24,50,Lucknow,Uttar Pradesh,February,3.7,0.7,0.05384615384615385,-4
McDonalds,Chicken Mcnuggets Piri Piri - 6 Pc,161.0,Chicken,449,27,22,54,Noida,Uttar Pradesh,May,3.9,2.7888198757763973,0.16770186335403728,-22
McDonalds,Chatpata Naan - Aloo Meal Large,196.0,Other,524,12,38,67,Bangalore,Karnataka,July,4.1,2.673469387755102,0.061224489795918366,-81
McDonalds,Fanta Regular,71.0,Other,666,23,32,43,Lucknow,Uttar Pradesh,November,4.7,9.380281690140846,0.323943661971831,-29
McDonalds,Mcsaver Chicken Maharaja Mac Meal,310.0,Chicken,381,33,31,35,Mumbai,Maharashtra,June,4.6,1.229032258064516,0.1064516129032258,0
McDonalds,Filet-O-Fish Burger,138.0,Burger,283,29,21,79,Kolkata,West Bengal,June,4.7,2.050724637681159,0.21014492753623187,-42
McDonalds,American Mud Pie,152.0,Other,633,11,32,28,Kolkata,West Bengal,February,4.5,4.1644736842105265,0.07236842105263158,-38
Burger King,Chicken Delight Combo For 2,614.0,Chicken,368,9,7,70,Hyderabad,Telangana,February,3.9,0.5993485342019544,0.014657980456026058,-59
Burger King,Chicken Keema Fries,129.0,Chicken,525,31,20,22,Bhopal,Madhya Pradesh,March,4.4,4.069767441860465,0.24031007751937986,20
Burger King,1 Fiery Chicken + 1 Chicken Chilli Cheese + 1 King Fries + 1 Spicy Chicken Sticks + 2 Pepsi,565.0,Chicken,477,6,25,66,Kolkata,West Bengal,December,4.5,0.8442477876106195,0.010619469026548672,-79
Burger King,Who Doesn’T Like 2 Sundaes. Pun Intended.,89.0,Other,268,11,7,72,Kolkata,West Bengal,January,4.6,3.0112359550561796,0.12359550561797752,-57
KFC,3 Pc Chicken Boneless Strips,150.0,Chicken,410,11,15,79,Bangalore,Karnataka,February,4.6,2.7333333333333334,0.07333333333333333,-72
KFC,Pepsi Pet,60.0,Other,510,30,25,33,Bhopal,Madhya Pradesh,November,4.0,8.5,0.5,2
KFC,Pepsi Can 330Ml,60.0,Other,530,22,7,78,Jaipur,Rajasthan,April,3.5,8.833333333333334,0.36666666666666664,-41
McDonalds,Chicken Maharaja Mac,194.0,Chicken,416,31,32,35,Hyderabad,Telangana,December,4.5,2.1443298969072164,0.15979381443298968,-5
McDonalds,Big Spicy Chicken Wrap Meal Large,333.0,Chicken,615,10,14,49,Bangalore,Karnataka,February,4.2,1.8468468468468469,0.03003003003003003,-43
Burger King,Black Currant Smoothie,169.0,Other,379,27,38,67,Bhopal,Madhya Pradesh,September,4.1,2.242603550295858,0.15976331360946747,-51
McDonalds,American Cheese Supreme - Chicken,127.0,Chicken,211,12,40,25,Chandigarh,Punjab,December,4.7,1.6614173228346456,0.09448818897637795,-41
McDonalds,Chicken Mcnuggets - 9 Pcs,171.0,Chicken,413,6,6,45,Bhopal,Madhya Pradesh,January,4.7,2.415204678362573,0.03508771929824561,-39
McDonalds,Sprite Medium,71.0,Other,217,34,6,29,Bhopal,Madhya Pradesh,August,3.5,3.056338028169014,0.4788732394366197,33
McDonalds,Thums Up Regular,71.0,Other,633,19,19,78,Ahmedabad,Gujarat,January,4.6,8.915492957746478,0.2676056338028169,-59
KFC,Mixed Zinger Burger Duo,309.0,Burger,502,9,38,29,Indore,Madhya Pradesh,April,3.9,1.6245954692556634,0.02912621359223301,-49
KFC,Mixed Zinger Burger Duo,309.0,Burger,376,11,24,42,Chennai,Tamil Nadu,January,4.5,1.2168284789644013,0.03559870550161812,-44
Burger King,Veg Whopper,139.0,Burger,630,7,21,55,Chandigarh,Punjab,August,3.5,4.532374100719425,0.050359712230215826,-62
Burger King,Veg Chilli Cheese Melt,119.0,Other,583,24,39,43,Chandigarh,Punjab,April,3.5,4.899159663865547,0.20168067226890757,-34
McDonalds,Chicken Maharaja Mac Meal Regular,289.0,Chicken,688,15,5,45,Chandigarh,Punjab,September,3.9,2.3806228373702423,0.05190311418685121,-20
McDonalds,Mcsaver Big Spicy Chicken Wrap Meal,310.0,Chicken,241,23,24,80,Jaipur,Rajasthan,May,3.9,0.7774193548387097,0.07419354838709677,-58
McDonalds,Mcsaver Chatpata Naan - Aloo Meal,176.0,Other,388,17,5,67,Chennai,Tamil Nadu,January,4.7,2.2045454545454546,0.09659090909090909,-38
McDonalds,Chicken Mcnuggets - 9 Pcs,171.0,Chicken,238,8,37,46,Bhopal,Madhya Pradesh,March,4.4,1.391812865497076,0.04678362573099415,-67
McDonalds,Mcaloo Tikki Meal Regular,138.0,Other,618,19,16,31,Chennai,Tamil Nadu,May,4.0,4.478260869565218,0.13768115942028986,-9
KFC,8 Pc Hot & Crispy Chicken,650.0,Chicken,399,13,12,64,Gurgaon,Haryana,January,4.5,0.6138461538461538,0.02,-50
Burger King,Crispy Veg,55.0,Other,454,30,5,29,Indore,Madhya Pradesh,January,3.8,8.254545454545454,0.5454545454545454,26
KFC,4 Pc Veg Strips,140.0,Other,521,24,17,52,Indore,Madhya Pradesh,March,4.3,3.7214285714285715,0.17142857142857143,-21
KFC,Chick & Share,399.0,Other,638,28,16,39,Indore,Madhya Pradesh,June,4.2,1.5989974937343359,0.07017543859649122,1
KFC,Kfc Favorites,399.0,Other,273,5,14,22,Delhi,Delhi,February,3.7,0.6842105263157895,0.012531328320802004,-26
Burger King,Crispy Chicken,75.0,Chicken,379,28,23,54,Lucknow,Uttar Pradesh,January,4.8,5.053333333333334,0.37333333333333335,-21
McDonalds,Masala Wedges Medium Happy Meal,175.0,Other,519,11,40,52,Chandigarh,Punjab,March,4.3,2.9657142857142857,0.06285714285714286,-70
KFC,7Up Can 330Ml,60.0,Other,676,11,18,20,Indore,Madhya Pradesh,January,4.2,11.266666666666667,0.18333333333333332,-16
McDonalds,Sprite Regular,71.0,Other,343,33,8,53,Kolkata,West Bengal,May,3.8,4.830985915492958,0.4647887323943662,5
McDonalds,Chatpata Naan - Aloo Meal Large,196.0,Other,580,28,34,32,Indore,Madhya Pradesh,January,4.0,2.9591836734693877,0.14285714285714285,-10
McDonalds,2 Mcspicy Chicken + 2 Fries Large + 2 Chocolate Shakes,845.0,Chicken,282,20,8,31,Ahmedabad,Gujarat,January,4.2,0.3337278106508876,0.023668639053254437,1
McDonalds,Chicken Mcwings - 4 Pcs,128.0,Chicken,356,10,31,65,Lucknow,Uttar Pradesh,March,3.6,2.78125,0.078125,-76
McDonalds,Oreo Cookie & Cream Shake,192.0,Other,298,11,32,75,Noida,Uttar Pradesh,September,4.4,1.5520833333333333,0.057291666666666664,-85
McDonalds,Mccafe-Vanilla Coffee Frappe Regular,192.0,Other,471,16,23,62,Lucknow,Uttar Pradesh,September,3.5,2.453125,0.08333333333333333,-53
McDonalds,American Mud Pie,152.0,Other,359,22,36,48,Delhi,Delhi,August,4.6,2.361842105263158,0.14473684210526316,-40
McDonalds,Mcspicy Paneer + Mcspicy Chicken + 2 Fries Large + Coke Medium,606.0,Chicken,536,29,16,71,Gurgaon,Haryana,October,3.9,0.8844884488448845,0.04785478547854786,-29
KFC,10 Pc Leg Piece Bucket & 4 Dips,699.0,Other,283,27,19,55,Hyderabad,Telangana,May,3.7,0.40486409155937053,0.03862660944206009,-20
McDonalds,Chicken Mcnuggets 6 Pcs Meal Medium,257.0,Chicken,212,25,28,75,Gurgaon,Haryana,December,4.7,0.8249027237354085,0.09727626459143969,-53
McDonalds,American Cheese Supreme - Chicken Meal Large,267.0,Chicken,544,6,37,63,Gurgaon,Haryana,July,4.6,2.0374531835205993,0.02247191011235955,-88
McDonalds,Sharing Pack 2 Mcchicken,407.0,Other,660,21,26,32,Hyderabad,Telangana,January,4.6,1.6216216216216217,0.051597051597051594,-16
Burger King,Chicken Tandoor Grill,149.0,Chicken,519,30,9,39,Indore,Madhya Pradesh,July,3.7,3.4832214765100673,0.20134228187919462,12
McDonalds,Raw Mango Fruit Splash Regular,97.0,Other,675,18,18,26,Kolkata,West Bengal,August,4.0,6.958762886597938,0.18556701030927836,-8
Burger King,Mango Thick Shake,139.0,Other,346,9,32,39,Bangalore,Karnataka,February,4.4,2.4892086330935252,0.06474820143884892,-53
McDonalds,Mcchicken + Mcveggie + Fries Large + 2 Veg Pizza Mcpuff + Coke Medium,380.0,Fries,451,22,34,24,Hyderabad,Telangana,February,4.5,1.186842105263158,0.05789473684210526,-14
McDonalds,Mcaloo Tikki Meal Medium,162.0,Other,685,6,24,73,Gurgaon,Haryana,September,4.6,4.228395061728395,0.037037037037037035,-85
McDonalds,Coke Medium,77.0,Beverage,309,29,21,56,Chennai,Tamil Nadu,October,4.6,4.012987012987013,0.37662337662337664,-19
McDonalds,Big Spicy Paneer Wrap Meal Large,323.0,Other,624,21,9,67,Chandigarh,Punjab,January,4.2,1.931888544891641,0.06501547987616099,-34
McDonalds,Chicken Mcnuggets Piri Piri - 20 Pc,328.0,Chicken,211,23,22,74,Chandigarh,Punjab,December,3.6,0.6432926829268293,0.0701219512195122,-50
McDonalds,Mcchicken Meal Regular,207.0,Other,388,17,6,38,Ahmedabad,Gujarat,December,3.9,1.8743961352657006,0.0821256038647343,-10
KFC,Veg Zinger-Fries & Drinks Meal,285.0,Fries,591,10,16,77,Delhi,Delhi,April,4.6,2.0736842105263156,0.03508771929824561,-73
McDonalds,Mcspicy Chicken + American Cheese Supreme + Mcchicken + Chicken Maharaja + 3 Fries Large,913.0,Chicken,254,14,35,62,Chandigarh,Punjab,January,4.3,0.2782037239868565,0.01533406352683461,-69
McDonalds,Mcspicy Chicken Meal Regular,249.0,Chicken,239,24,35,63,Lucknow,Uttar Pradesh,January,3.7,0.9598393574297188,0.0963855421686747,-50
KFC,Pepsi Can 330Ml,60.0,Other,383,30,12,26,Hyderabad,Telangana,October,4.7,6.383333333333334,0.5,22
McDonalds,Mccafe-Ice Coffee Regular,150.0,Other,499,7,14,53,Jaipur,Rajasthan,March,3.6,3.3266666666666667,0.04666666666666667,-53
Burger King,Chicken Kings Meal Combo For 4,745.0,Chicken,387,25,5,60,Jaipur,Rajasthan,August,4.5,0.5194630872483221,0.03355704697986577,-15
KFC,Cheesy Chicken Zinger Burger,170.0,Chicken,612,22,19,66,Pune,Maharashtra,September,4.6,3.6,0.12941176470588237,-41
Burger King,Chocolate Thick Shake,139.0,Other,427,12,29,40,Pune,Maharashtra,March,4.4,3.0719424460431655,0.08633093525179857,-45
McDonalds,2 Mcveggie + 2 Mcaloo Tikki + 2 Fries Medium + 2 Chocolate Shakes,770.0,Fries,506,22,34,37,Noida,Uttar Pradesh,April,4.6,0.6571428571428571,0.02857142857142857,-27
Burger King,Chicken Tandoor Grill,149.0,Chicken,316,7,15,21,Mumbai,Maharashtra,January,3.7,2.120805369127517,0.04697986577181208,-22
McDonalds,Mcsaver Mcspicy Chicken Meal,275.0,Chicken,200,31,6,29,Indore,Madhya Pradesh,January,4.3,0.7272727272727273,0.11272727272727273,27
McDonalds,Mcspicy Chicken Meal Regular,249.0,Chicken,643,22,9,30,Jaipur,Rajasthan,September,4.2,2.5823293172690764,0.08835341365461848,5
McDonalds,Mixed Berry Smoothie,229.0,Other,430,18,14,56,Mumbai,Maharashtra,March,4.5,1.8777292576419213,0.07860262008733625,-34
McDonalds,Mcchicken Meal Regular,207.0,Other,321,8,21,56,Noida,Uttar Pradesh,May,3.7,1.5507246376811594,0.03864734299516908,-61
McDonalds,Mccafe-Ice Coffee Regular,150.0,Other,212,22,5,26,Delhi,Delhi,January,4.1,1.4133333333333333,0.14666666666666667,13
McDonalds,Chatpata Naan - Aloo Meal Regular,152.0,Other,510,8,17,52,Noida,Uttar Pradesh,August,4.3,3.3552631578947367,0.05263157894736842,-53
McDonalds,Chicken Maharaja Mac Meal Regular,289.0,Chicken,417,24,33,35,Lucknow,Uttar Pradesh,December,4.4,1.4429065743944636,0.08304498269896193,-20
KFC,Chicken & Fries Bucket,199.0,Chicken,595,35,33,46,Bhopal,Madhya Pradesh,November,3.6,2.9899497487437188,0.17587939698492464,-9
Burger King,1 Chicken Tandoor Grill + 1 King Fries + 1 Spicy Chicken Sticks + 2 Pepsi,575.0,Chicken,256,13,17,63,Ahmedabad,Gujarat,February,4.1,0.44521739130434784,0.022608695652173914,-54
McDonalds,Sharing Pack 3 Mckebab Chicken Burger,480.0,Chicken,393,8,28,47,Lucknow,Uttar Pradesh,June,4.1,0.81875,0.016666666666666666,-59
McDonalds,Soft Serve Cone,23.0,Other,348,8,5,69,Chennai,Tamil Nadu,January,4.7,15.130434782608695,0.34782608695652173,-58
KFC,2 Popcorn Rice Bowls With 8 Hot Wings,499.0,Other,418,24,12,30,Ahmedabad,Gujarat,April,4.4,0.8376753507014028,0.04809619238476954,6
McDonalds,Mcsaver Chicken Maharaja Mac Meal,310.0,Chicken,437,24,5,45,Indore,Madhya Pradesh,January,4.7,1.4096774193548387,0.07741935483870968,-2
McDonalds,American Cheese Supreme - Chicken Meal Regular,223.0,Chicken,436,31,18,40,Gurgaon,Haryana,April,4.2,1.9551569506726458,0.13901345291479822,4
McDonalds,Schweppes Water,50.0,Other,610,10,36,61,Chennai,Tamil Nadu,February,3.8,12.2,0.2,-77
KFC,Pepsi Can 330Ml,60.0,Other,353,27,37,26,Bhopal,Madhya Pradesh,March,4.5,5.883333333333334,0.45,-9
KFC,Chicken & Fries Bucket,199.0,Chicken,603,19,10,52,Chennai,Tamil Nadu,November,3.7,3.030150753768844,0.09547738693467336,-24
KFC,Kfc Favorites,399.0,Other,334,32,32,21,Bangalore,Karnataka,May,3.5,0.8370927318295739,0.08020050125313283,11
KFC,Large Popcorn With Medium Fries,299.0,Fries,326,8,12,79,Bangalore,Karnataka,September,4.7,1.0903010033444815,0.026755852842809364,-75
McDonalds,2 Mcveggie + 2 American Cheese Supreme Veg + 2 Fries Large,647.0,Fries,428,12,30,48,Delhi,Delhi,March,4.1,0.6615146831530139,0.01854714064914992,-54
KFC,Classic Chicken Zinger Burger,150.0,Chicken,337,35,13,34,Kolkata,West Bengal,September,4.4,2.2466666666666666,0.23333333333333334,23
KFC,Veg Zinger Burger,140.0,Burger,484,32,14,37,Hyderabad,Telangana,July,3.7,3.4571428571428573,0.22857142857142856,13
KFC,Ultimate Savings Bucket,599.0,Other,332,16,39,33,Indore,Madhya Pradesh,September,3.6,0.5542570951585977,0.02671118530884808,-40
KFC,Veg Zinger Burger,140.0,Burger,623,29,28,22,Delhi,Delhi,December,4.8,4.45,0.20714285714285716,8
Burger King,1 Fiery Chicken + Chicken Keema Fries + 1 Pepsi,347.0,Chicken,378,18,12,32,Chandigarh,Punjab,July,3.9,1.0893371757925072,0.05187319884726225,-8
KFC,Pepsi Can 330Ml,60.0,Other,663,21,16,67,Pune,Maharashtra,May,4.2,11.05,0.35,-41
McDonalds,Mcchicken Happy Mea,196.0,Other,386,27,23,23,Indore,Madhya Pradesh,February,3.9,1.969387755102041,0.1377551020408163,8
McDonalds,2 Mcaloo Tikki + 2 Fries Large,293.0,Fries,248,34,25,77,Chennai,Tamil Nadu,January,4.1,0.8464163822525598,0.11604095563139932,-34
KFC,Solo Bucket,349.0,Other,436,26,29,20,Ahmedabad,Gujarat,June,3.9,1.2492836676217765,0.07449856733524356,3
KFC,4 Pc Hot Chicken Wings-Fries & Drink Meal,295.0,Chicken,234,23,28,44,Jaipur,Rajasthan,September,4.4,0.7932203389830509,0.07796610169491526,-26
McDonalds,Thums Up Large,88.0,Other,628,21,27,76,Ahmedabad,Gujarat,January,3.6,7.136363636363637,0.23863636363636365,-61
KFC,Veg Zinger-Fries & Drinks Meal,285.0,Fries,497,15,7,41,Indore,Madhya Pradesh,January,4.2,1.743859649122807,0.05263157894736842,-18
KFC,8 Pc Hot & Crispy Chicken,650.0,Chicken,667,8,30,59,Kolkata,West Bengal,August,4.6,1.0261538461538462,0.012307692307692308,-73
McDonalds,2 American Cheese Supreme Veg + 2 Veg Pizza Mcpuff + 2 Fries Large + Coke Medium,550.0,Fries,611,34,7,41,Ahmedabad,Gujarat,July,4.0,1.1109090909090908,0.06181818181818182,20
KFC,Big 12,699.0,Other,685,13,29,59,Chandigarh,Punjab,September,4.4,0.9799713876967096,0.01859799713876967,-62
McDonalds,Thums Up Medium,71.0,Other,207,31,27,24,Noida,Uttar Pradesh,September,4.3,2.915492957746479,0.43661971830985913,11
McDonalds,Big Spicy Paneer Wrap Meal Large,323.0,Other,438,15,36,22,Delhi,Delhi,October,4.7,1.3560371517027863,0.04643962848297214,-28
McDonalds,Filet-O-Fish Meal Large,276.0,Other,672,23,5,61,Noida,Uttar Pradesh,April,4.1,2.4347826086956523,0.08333333333333333,-20
KFC,Veg Zinger-Fries & Drinks Meal,285.0,Fries,340,10,37,74,Mumbai,Maharashtra,May,3.7,1.1929824561403508,0.03508771929824561,-91
Burger King,Veg Delight Combo For 2,544.0,Other,699,10,11,57,Delhi,Delhi,June,4.8,1.2849264705882353,0.01838235294117647,-48
McDonalds,Mccafe-Ice Coffee Regular,150.0,Other,202,23,20,34,Mumbai,Maharashtra,September,4.0,1.3466666666666667,0.15333333333333332,-8
McDonalds,Mcsaver Mcchicken Meal,229.0,Other,348,8,30,20,Delhi,Delhi,November,3.6,1.519650655021834,0.034934497816593885,-34
McDonalds,Mcswirl,36.0,Other,565,20,11,21,Indore,Madhya Pradesh,November,3.6,15.694444444444445,0.5555555555555556,8
Burger King,Chicken Keema Wrap,79.0,Chicken,394,34,16,47,Jaipur,Rajasthan,February,4.2,4.987341772151899,0.43037974683544306,5
Burger King,Veg Whopper,139.0,Burger,372,31,26,24,Ahmedabad,Gujarat,March,3.6,2.676258992805755,0.22302158273381295,12
McDonalds,Mccafe-Ice Coffee Regular,150.0,Other,352,11,29,74,Delhi,Delhi,May,3.8,2.3466666666666667,0.07333333333333333,-81
McDonalds,Mcsaver Salad Wrap Meal,242.0,Other,433,19,24,52,Chennai,Tamil Nadu,April,4.1,1.7892561983471074,0.07851239669421488,-38
Burger King,Strawberry Smoothie,169.0,Other,653,23,36,59,Mumbai,Maharashtra,August,4.4,3.863905325443787,0.13609467455621302,-49
McDonalds,Chicken Mcnuggets - 6 Pcs,137.0,Chicken,327,18,30,38,Gurgaon,Haryana,October,4.8,2.386861313868613,0.13138686131386862,-32
Burger King,Chocolate Thick Shake,139.0,Other,427,27,16,23,Chennai,Tamil Nadu,December,4.7,3.0719424460431655,0.19424460431654678,15
KFC,Pack Of 2 Dips,50.0,Other,331,7,38,47,Noida,Uttar Pradesh,June,4.4,6.62,0.14,-71
McDonalds,Big Spicy Chicken Wrap,194.0,Chicken,315,20,28,60,Noida,Uttar Pradesh,January,4.4,1.6237113402061856,0.10309278350515463,-48
McDonalds,Soft Serve Cone,23.0,Other,222,32,33,49,Mumbai,Maharashtra,January,4.0,9.652173913043478,1.391304347826087,-18
McDonalds,Mcsaver Mcveggie Meal,219.0,Other,680,6,25,66,Bhopal,Madhya Pradesh,October,4.7,3.105022831050228,0.0273972602739726,-79
McDonalds,Thums Up Large,88.0,Other,400,14,18,42,Chandigarh,Punjab,August,3.8,4.545454545454546,0.1590909090909091,-32
KFC,6 Pc Chicken Boneless Strips,215.0,Chicken,256,24,18,24,Chennai,Tamil Nadu,March,3.9,1.1906976744186046,0.11162790697674418,6
KFC,2 Popcorn Rice Bowls With 8 Hot Wings,499.0,Other,352,7,24,70,Hyderabad,Telangana,March,3.7,0.7054108216432866,0.014028056112224449,-80
KFC,3 Pc Chicken Boneless Strips,150.0,Chicken,535,24,8,32,Mumbai,Maharashtra,October,4.7,3.566666666666667,0.16,8
McDonalds,Coke Float,44.0,Beverage,273,15,19,22,Lucknow,Uttar Pradesh,June,4.2,6.204545454545454,0.3409090909090909,-11
